------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:42:08 (uptime: 0d, 00h 00m 18s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10104
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 393
flow.mgr.flows_notimeout                      | Total                     | 267
flow.mgr.flows_timeout                        | Total                     | 126
flow.mgr.flows_evicted                        | Total                     | 126
flow.mgr.flows_evicted_needs_work             | Total                     | 22
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 104
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1443840
http.memuse                                   | Total                     | 112
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:52:16 (uptime: 0d, 00h 10m 26s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 101042
capture.afpacket.polls                        | Total                     | 114175
capture.afpacket.poll_timeout                 | Total                     | 70997
capture.afpacket.poll_data                    | Total                     | 43178
decoder.pkts                                  | Total                     | 101332
decoder.bytes                                 | Total                     | 100554214
decoder.ipv4                                  | Total                     | 395
decoder.ipv6                                  | Total                     | 100518
decoder.ethernet                              | Total                     | 101332
decoder.arp                                   | Total                     | 369
decoder.unknown_ethertype                     | Total                     | 50
decoder.tcp                                   | Total                     | 7675
tcp.syn                                       | Total                     | 49
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 10
decoder.udp                                   | Total                     | 92257
decoder.icmpv6                                | Total                     | 968
decoder.avg_pkt_size                          | Total                     | 992
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 6
flow.total                                    | Total                     | 188
flow.active                                   | Total                     | 58
flow.tcp                                      | Total                     | 38
flow.udp                                      | Total                     | 108
flow.icmpv6                                   | Total                     | 42
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 22
flow.wrk.flows_evicted_pkt_inject             | Total                     | 22
flow.wrk.flows_injected                       | Total                     | 22
tcp.sessions                                  | Total                     | 32
tcp.ssn_from_cache                            | Total                     | 11
tcp.ssn_from_pool                             | Total                     | 21
tcp.segment_from_cache                        | Total                     | 693
tcp.segment_from_pool                         | Total                     | 80
tcp.overlap                                   | Total                     | 14
app_layer.flow.http                           | Total                     | 6
app_layer.tx.http                             | Total                     | 6
app_layer.flow.tls                            | Total                     | 16
app_layer.flow.quic                           | Total                     | 5
app_layer.tx.quic                             | Total                     | 36
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 90
app_layer.tx.dns_udp                          | Total                     | 178
app_layer.flow.failed_udp                     | Total                     | 10
flow.end.state.new                            | Total                     | 65
flow.end.state.established                    | Total                     | 49
flow.end.state.closed                         | Total                     | 16
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 16
flow.mgr.full_hash_pass                       | Total                     | 68
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10108
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 403
flow.mgr.flows_notimeout                      | Total                     | 273
flow.mgr.flows_timeout                        | Total                     | 130
flow.mgr.flows_evicted                        | Total                     | 130
flow.mgr.flows_evicted_needs_work             | Total                     | 22
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 108
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1447936
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:52:24 (uptime: 0d, 00h 10m 34s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 103521
capture.afpacket.polls                        | Total                     | 116050
capture.afpacket.poll_timeout                 | Total                     | 71873
capture.afpacket.poll_data                    | Total                     | 44177
decoder.pkts                                  | Total                     | 103521
decoder.bytes                                 | Total                     | 102753321
decoder.ipv4                                  | Total                     | 400
decoder.ipv6                                  | Total                     | 102698
decoder.ethernet                              | Total                     | 103521
decoder.arp                                   | Total                     | 373
decoder.unknown_ethertype                     | Total                     | 50
decoder.tcp                                   | Total                     | 7689
tcp.syn                                       | Total                     | 49
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 10
decoder.udp                                   | Total                     | 94416
decoder.icmpv6                                | Total                     | 980
decoder.avg_pkt_size                          | Total                     | 992
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 6
flow.total                                    | Total                     | 191
flow.active                                   | Total                     | 60
flow.tcp                                      | Total                     | 38
flow.udp                                      | Total                     | 111
flow.icmpv6                                   | Total                     | 42
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 22
flow.wrk.flows_evicted_pkt_inject             | Total                     | 22
flow.wrk.flows_injected                       | Total                     | 22
tcp.sessions                                  | Total                     | 32
tcp.ssn_from_cache                            | Total                     | 11
tcp.ssn_from_pool                             | Total                     | 21
tcp.segment_from_cache                        | Total                     | 693
tcp.segment_from_pool                         | Total                     | 80
tcp.overlap                                   | Total                     | 14
app_layer.flow.http                           | Total                     | 6
app_layer.tx.http                             | Total                     | 6
app_layer.flow.tls                            | Total                     | 16
app_layer.flow.quic                           | Total                     | 5
app_layer.tx.quic                             | Total                     | 36
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 93
app_layer.tx.dns_udp                          | Total                     | 184
app_layer.flow.failed_udp                     | Total                     | 10
flow.end.state.new                            | Total                     | 65
flow.end.state.established                    | Total                     | 50
flow.end.state.closed                         | Total                     | 16
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 16
flow.mgr.full_hash_pass                       | Total                     | 68
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10109
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 407
flow.mgr.flows_notimeout                      | Total                     | 276
flow.mgr.flows_timeout                        | Total                     | 131
flow.mgr.flows_evicted                        | Total                     | 131
flow.mgr.flows_evicted_needs_work             | Total                     | 22
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 109
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1447936
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:52:32 (uptime: 0d, 00h 10m 42s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 103542
capture.afpacket.polls                        | Total                     | 116933
capture.afpacket.poll_timeout                 | Total                     | 72739
capture.afpacket.poll_data                    | Total                     | 44194
decoder.pkts                                  | Total                     | 103542
decoder.bytes                                 | Total                     | 102756842
decoder.ipv4                                  | Total                     | 402
decoder.ipv6                                  | Total                     | 102715
decoder.ethernet                              | Total                     | 103542
decoder.arp                                   | Total                     | 375
decoder.unknown_ethertype                     | Total                     | 50
decoder.tcp                                   | Total                     | 7699
tcp.syn                                       | Total                     | 49
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 10
decoder.udp                                   | Total                     | 94419
decoder.icmpv6                                | Total                     | 986
decoder.avg_pkt_size                          | Total                     | 992
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 6
flow.total                                    | Total                     | 192
flow.active                                   | Total                     | 61
flow.tcp                                      | Total                     | 38
flow.udp                                      | Total                     | 112
flow.icmpv6                                   | Total                     | 42
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 22
flow.wrk.flows_evicted_pkt_inject             | Total                     | 22
flow.wrk.flows_injected                       | Total                     | 22
tcp.sessions                                  | Total                     | 32
tcp.ssn_from_cache                            | Total                     | 11
tcp.ssn_from_pool                             | Total                     | 21
tcp.segment_from_cache                        | Total                     | 693
tcp.segment_from_pool                         | Total                     | 80
tcp.overlap                                   | Total                     | 14
app_layer.flow.http                           | Total                     | 6
app_layer.tx.http                             | Total                     | 6
app_layer.flow.tls                            | Total                     | 16
app_layer.flow.quic                           | Total                     | 5
app_layer.tx.quic                             | Total                     | 36
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 94
app_layer.tx.dns_udp                          | Total                     | 187
app_layer.flow.failed_udp                     | Total                     | 10
flow.end.state.new                            | Total                     | 65
flow.end.state.established                    | Total                     | 50
flow.end.state.closed                         | Total                     | 16
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 16
flow.mgr.full_hash_pass                       | Total                     | 69
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10109
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 411
flow.mgr.flows_notimeout                      | Total                     | 280
flow.mgr.flows_timeout                        | Total                     | 131
flow.mgr.flows_evicted                        | Total                     | 131
flow.mgr.flows_evicted_needs_work             | Total                     | 22
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 109
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1439744
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:52:40 (uptime: 0d, 00h 10m 50s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 104181
capture.afpacket.polls                        | Total                     | 118385
capture.afpacket.poll_timeout                 | Total                     | 73793
capture.afpacket.poll_data                    | Total                     | 44592
decoder.pkts                                  | Total                     | 104537
decoder.bytes                                 | Total                     | 103774528
decoder.ipv4                                  | Total                     | 406
decoder.ipv6                                  | Total                     | 103701
decoder.ethernet                              | Total                     | 104537
decoder.arp                                   | Total                     | 379
decoder.unknown_ethertype                     | Total                     | 51
decoder.tcp                                   | Total                     | 7709
tcp.syn                                       | Total                     | 49
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 10
decoder.udp                                   | Total                     | 95387
decoder.icmpv6                                | Total                     | 998
decoder.avg_pkt_size                          | Total                     | 992
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 5
flow.total                                    | Total                     | 194
flow.active                                   | Total                     | 60
flow.tcp                                      | Total                     | 38
flow.udp                                      | Total                     | 114
flow.icmpv6                                   | Total                     | 42
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 23
flow.wrk.flows_evicted_pkt_inject             | Total                     | 23
flow.wrk.flows_injected                       | Total                     | 23
tcp.sessions                                  | Total                     | 32
tcp.ssn_from_cache                            | Total                     | 11
tcp.ssn_from_pool                             | Total                     | 21
tcp.segment_from_cache                        | Total                     | 693
tcp.segment_from_pool                         | Total                     | 80
tcp.overlap                                   | Total                     | 14
app_layer.flow.http                           | Total                     | 6
app_layer.tx.http                             | Total                     | 6
app_layer.flow.tls                            | Total                     | 16
app_layer.flow.quic                           | Total                     | 5
app_layer.tx.quic                             | Total                     | 36
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 96
app_layer.tx.dns_udp                          | Total                     | 191
app_layer.flow.failed_udp                     | Total                     | 10
flow.end.state.new                            | Total                     | 65
flow.end.state.established                    | Total                     | 52
flow.end.state.closed                         | Total                     | 17
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 17
flow.mgr.full_hash_pass                       | Total                     | 70
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10111
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 416
flow.mgr.flows_notimeout                      | Total                     | 282
flow.mgr.flows_timeout                        | Total                     | 134
flow.mgr.flows_evicted                        | Total                     | 134
flow.mgr.flows_evicted_needs_work             | Total                     | 23
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 111
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1439744
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:52:48 (uptime: 0d, 00h 10m 58s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 106685
capture.afpacket.polls                        | Total                     | 120227
capture.afpacket.poll_timeout                 | Total                     | 74705
capture.afpacket.poll_data                    | Total                     | 45522
decoder.pkts                                  | Total                     | 106685
decoder.bytes                                 | Total                     | 105953323
decoder.ipv4                                  | Total                     | 439
decoder.ipv6                                  | Total                     | 105810
decoder.ethernet                              | Total                     | 106685
decoder.arp                                   | Total                     | 385
decoder.unknown_ethertype                     | Total                     | 51
decoder.tcp                                   | Total                     | 7716
tcp.syn                                       | Total                     | 49
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 10
decoder.udp                                   | Total                     | 97508
decoder.icmpv6                                | Total                     | 1012
decoder.avg_pkt_size                          | Total                     | 993
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 5
flow.total                                    | Total                     | 198
flow.active                                   | Total                     | 61
flow.tcp                                      | Total                     | 38
flow.udp                                      | Total                     | 118
flow.icmpv6                                   | Total                     | 42
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 23
flow.wrk.flows_evicted_pkt_inject             | Total                     | 23
flow.wrk.flows_injected                       | Total                     | 23
tcp.sessions                                  | Total                     | 32
tcp.ssn_from_cache                            | Total                     | 11
tcp.ssn_from_pool                             | Total                     | 21
tcp.segment_from_cache                        | Total                     | 697
tcp.segment_from_pool                         | Total                     | 80
tcp.overlap                                   | Total                     | 14
app_layer.flow.http                           | Total                     | 6
app_layer.tx.http                             | Total                     | 6
app_layer.flow.tls                            | Total                     | 16
app_layer.flow.quic                           | Total                     | 6
app_layer.tx.quic                             | Total                     | 46
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 99
app_layer.tx.dns_udp                          | Total                     | 197
app_layer.flow.failed_udp                     | Total                     | 10
flow.end.state.new                            | Total                     | 65
flow.end.state.established                    | Total                     | 55
flow.end.state.closed                         | Total                     | 17
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 17
flow.mgr.full_hash_pass                       | Total                     | 71
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10113
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 421
flow.mgr.flows_notimeout                      | Total                     | 284
flow.mgr.flows_timeout                        | Total                     | 137
flow.mgr.flows_evicted                        | Total                     | 137
flow.mgr.flows_evicted_needs_work             | Total                     | 23
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 114
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1439744
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:52:56 (uptime: 0d, 00h 11m 06s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 106709
capture.afpacket.polls                        | Total                     | 121082
capture.afpacket.poll_timeout                 | Total                     | 75538
capture.afpacket.poll_data                    | Total                     | 45544
decoder.pkts                                  | Total                     | 106711
decoder.bytes                                 | Total                     | 105957763
decoder.ipv4                                  | Total                     | 449
decoder.ipv6                                  | Total                     | 105823
decoder.ethernet                              | Total                     | 106711
decoder.arp                                   | Total                     | 387
decoder.unknown_ethertype                     | Total                     | 52
decoder.tcp                                   | Total                     | 7727
tcp.syn                                       | Total                     | 49
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 10
decoder.udp                                   | Total                     | 97514
decoder.icmpv6                                | Total                     | 1018
decoder.avg_pkt_size                          | Total                     | 992
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 5
flow.total                                    | Total                     | 201
flow.active                                   | Total                     | 63
flow.tcp                                      | Total                     | 38
flow.udp                                      | Total                     | 121
flow.icmpv6                                   | Total                     | 42
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 23
flow.wrk.flows_evicted_pkt_inject             | Total                     | 23
flow.wrk.flows_injected                       | Total                     | 23
tcp.sessions                                  | Total                     | 32
tcp.ssn_from_cache                            | Total                     | 11
tcp.ssn_from_pool                             | Total                     | 21
tcp.segment_from_cache                        | Total                     | 699
tcp.segment_from_pool                         | Total                     | 80
tcp.overlap                                   | Total                     | 14
app_layer.flow.http                           | Total                     | 6
app_layer.tx.http                             | Total                     | 6
app_layer.flow.tls                            | Total                     | 16
app_layer.flow.quic                           | Total                     | 6
app_layer.tx.quic                             | Total                     | 46
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 102
app_layer.tx.dns_udp                          | Total                     | 203
app_layer.flow.failed_udp                     | Total                     | 10
flow.end.state.new                            | Total                     | 65
flow.end.state.established                    | Total                     | 56
flow.end.state.closed                         | Total                     | 17
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 17
flow.mgr.full_hash_pass                       | Total                     | 72
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10115
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 428
flow.mgr.flows_notimeout                      | Total                     | 290
flow.mgr.flows_timeout                        | Total                     | 138
flow.mgr.flows_evicted                        | Total                     | 138
flow.mgr.flows_evicted_needs_work             | Total                     | 23
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 115
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1439744
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:53:04 (uptime: 0d, 00h 11m 14s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 110510
capture.afpacket.polls                        | Total                     | 123844
capture.afpacket.poll_timeout                 | Total                     | 76544
capture.afpacket.poll_data                    | Total                     | 47300
decoder.pkts                                  | Total                     | 110510
decoder.bytes                                 | Total                     | 109764515
decoder.ipv4                                  | Total                     | 455
decoder.ipv6                                  | Total                     | 109611
decoder.ethernet                              | Total                     | 110510
decoder.arp                                   | Total                     | 391
decoder.unknown_ethertype                     | Total                     | 53
decoder.tcp                                   | Total                     | 7754
tcp.syn                                       | Total                     | 49
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 10
decoder.udp                                   | Total                     | 101269
decoder.icmpv6                                | Total                     | 1030
decoder.avg_pkt_size                          | Total                     | 993
decoder.max_pkt_size                          | Total                     | 1486
tcp.active_sessions                           | Total                     | 5
flow.total                                    | Total                     | 204
flow.active                                   | Total                     | 62
flow.tcp                                      | Total                     | 38
flow.udp                                      | Total                     | 124
flow.icmpv6                                   | Total                     | 42
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 12
decoder.event.ipv4.opt_pad_required           | Total                     | 13
decoder.event.ipv6.zero_len_padn              | Total                     | 19
flow.wrk.flows_evicted_needs_work             | Total                     | 23
flow.wrk.flows_evicted_pkt_inject             | Total                     | 23
flow.wrk.flows_injected                       | Total                     | 23
tcp.sessions                                  | Total                     | 32
tcp.ssn_from_cache                            | Total                     | 11
tcp.ssn_from_pool                             | Total                     | 21
tcp.segment_from_cache                        | Total                     | 699
tcp.segment_from_pool                         | Total                     | 80
tcp.overlap                                   | Total                     | 14
app_layer.flow.http                           | Total                     | 6
app_layer.tx.http                             | Total                     | 6
app_layer.flow.tls                            | Total                     | 16
app_layer.flow.quic                           | Total                     | 6
app_layer.tx.quic                             | Total                     | 46
app_layer.flow.dhcp                           | Total                     | 3
app_layer.tx.dhcp                             | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 105
app_layer.tx.dns_udp                          | Total                     | 209
app_layer.flow.failed_udp                     | Total                     | 10
flow.end.state.new                            | Total                     | 65
flow.end.state.established                    | Total                     | 60
flow.end.state.closed                         | Total                     | 17
flow.end.tcp_state.syn_sent                   | Total                     | 10
flow.end.tcp_state.closed                     | Total                     | 17
flow.mgr.full_hash_pass                       | Total                     | 73
flow.mgr.rows_per_sec                         | Total                     | 7208
flow.spare                                    | Total                     | 10118
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 438
flow.mgr.flows_notimeout                      | Total                     | 296
flow.mgr.flows_timeout                        | Total                     | 142
flow.mgr.flows_evicted                        | Total                     | 142
flow.mgr.flows_evicted_needs_work             | Total                     | 23
memcap_pressure                               | Total                     | 11
memcap_pressure_max                           | Total                     | 11
flow.recycler.recycled                        | Total                     | 119
flow.recycler.queue_max                       | Total                     | 4
tcp.memuse                                    | Total                     | 7471104
tcp.reassembly_memuse                         | Total                     | 1439744
http.memuse                                   | Total                     | 224
flow.memuse                                   | Total                     | 7599104
------------------------------------------------------------------------------------
Date: 8/25/2025 -- 20:53:12 (uptime: 0d, 00h 11m 22s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 110522
capture.afpacket.polls                        | Total                     | 124777
capture.afpacket.poll_timeout                 | Total                     | 77469
capture.afpacket.poll_data                    | Total                     | 47308
decoder.pkts                                  | Total                     | 110522
decoder.bytes                                 | Total                     | 109765531
decoder.ipv4                                  | Total                     | 455
decoder.ipv6                                  | Total                     | 109621
decoder.ethernet                              | Total                     | 110522
decoder.arp                                   | Total                     | 393
decoder.unknown_ethertype                     | Total                     | 53
decoder.tcp                                   | Total                     | 7758
tcp.syn                                       | Total                     | 49
tcp.synack                                    | Total                     | 25
tcp.rst                                       | Total                     | 10
decoder.udp                                   | Total                     | 101269
decoder.icmpv6                                | Total                     | 1036
decoder.avg_pkt_size                          | Total                     | 993
